[Type]	[PID]	[Module]                            	[Function]                                                               	[Length]	[Current Data]               	[Original Data]              	[Record Address]  	[RVA]
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!EventActivityIdControl                                      	8       	0x00007FFF9A4CB690           	0x00007FFF99C2436C           	0x00007FFF735358E0	     
IAT   	6300 	SCPSL.exe::HttpProxy.dll            	ADVAPI32.dll!EventEnabled                                                	8       	0x00007FFF9A4C0D00           	0x00007FFF99C24399           	0x00007FFF319AC010	     
IAT   	6300 	SCPSL.exe::igd10iumd64.dll          	advapi32.dll!EventRegister                                               	8       	0x00007FFF9A4B2E70           	0x00007FFF99C243F0           	0x00007FFF8896E088	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!EventRegister                                               	8       	0x00007FFF9A4B2E70           	0x00007FFF99C243F0           	0x0000029CCCA9D0D0	     
IAT   	6300 	SCPSL.exe::HttpProxy.dll            	ADVAPI32.dll!EventRegister                                               	8       	0x00007FFF9A4B2E70           	0x00007FFF99C243F0           	0x00007FFF319AC018	     
IAT   	6300 	SCPSL.exe::opengl32.dll             	ADVAPI32.dll!EventRegister                                               	8       	0x00007FFF9A4B2E70           	0x00007FFF99C243F0           	0x00007FFF68051A70	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!EventRegister                                               	8       	0x00007FFF9A4B2E70           	0x00007FFF99C243F0           	0x00007FFF735358F8	     
IAT   	6300 	SCPSL.exe::dinput8.dll              	ADVAPI32.dll!EventRegister                                               	8       	0x00007FFF9A4B2E70           	0x00007FFF99C243F0           	0x00007FFF81BBB320	     
IAT   	6300 	SCPSL.exe::opengl32.dll             	ADVAPI32.dll!EventSetInformation                                         	8       	0x00007FFF9A4B2AE0           	0x00007FFF99C2441B           	0x00007FFF68051AA0	     
IAT   	6300 	SCPSL.exe::dinput8.dll              	ADVAPI32.dll!EventSetInformation                                         	8       	0x00007FFF9A4B2AE0           	0x00007FFF99C2441B           	0x00007FFF81BBB328	     
IAT   	6300 	SCPSL.exe::igd10iumd64.dll          	advapi32.dll!EventUnregister                                             	8       	0x00007FFF9A4C0380           	0x00007FFF99C24448           	0x00007FFF8896E080	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!EventUnregister                                             	8       	0x00007FFF9A4C0380           	0x00007FFF99C24448           	0x0000029CCCA9D0C8	     
IAT   	6300 	SCPSL.exe::opengl32.dll             	ADVAPI32.dll!EventUnregister                                             	8       	0x00007FFF9A4C0380           	0x00007FFF99C24448           	0x00007FFF68051A68	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!EventUnregister                                             	8       	0x00007FFF9A4C0380           	0x00007FFF99C24448           	0x00007FFF735358F0	     
IAT   	6300 	SCPSL.exe::dinput8.dll              	ADVAPI32.dll!EventUnregister                                             	8       	0x00007FFF9A4C0380           	0x00007FFF99C24448           	0x00007FFF81BBB278	     
IAT   	6300 	SCPSL.exe::igd10iumd64.dll          	advapi32.dll!EventWrite                                                  	8       	0x00007FFF9A4BF1A0           	0x00007FFF99C2446C           	0x00007FFF8896E090	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!EventWrite                                                  	8       	0x00007FFF9A4BF1A0           	0x00007FFF99C2446C           	0x0000029CCCA9D0C0	     
IAT   	6300 	SCPSL.exe::HttpProxy.dll            	ADVAPI32.dll!EventWrite                                                  	8       	0x00007FFF9A4BF1A0           	0x00007FFF99C2446C           	0x00007FFF319AC020	     
IAT   	6300 	SCPSL.exe::igd10iumd64.dll          	advapi32.dll!EventWriteTransfer                                          	8       	0x00007FFF9A4BF1E0           	0x00007FFF99C2454F           	0x00007FFF8896E050	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!EventWriteTransfer                                          	8       	0x00007FFF9A4BF1E0           	0x00007FFF99C2454F           	0x0000029CCCA9D0B8	     
IAT   	6300 	SCPSL.exe::tier0_s64.dll            	ADVAPI32.dll!EventWriteTransfer                                          	8       	0x00007FFF9A4BF1E0           	0x00007FFF99C2454F           	0x00007FFF422D0010	     
IAT   	6300 	SCPSL.exe::opengl32.dll             	ADVAPI32.dll!EventWriteTransfer                                          	8       	0x00007FFF9A4BF1E0           	0x00007FFF99C2454F           	0x00007FFF68051A80	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!EventWriteTransfer                                          	8       	0x00007FFF9A4BF1E0           	0x00007FFF99C2454F           	0x00007FFF735358E8	     
IAT   	6300 	SCPSL.exe::GameOverlayRenderer64.dll	ADVAPI32.dll!EventWriteTransfer                                          	8       	0x00007FFF9A4BF1E0           	0x00007FFF99C2454F           	0x00007FFF80920038	     
IAT   	6300 	SCPSL.exe::dinput8.dll              	ADVAPI32.dll!EventWriteTransfer                                          	8       	0x00007FFF9A4BF1E0           	0x00007FFF99C2454F           	0x00007FFF81BBB318	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!GetTraceEnableFlags                                         	8       	0x00007FFF9A4F1380           	0x00007FFF99C24C0C           	0x0000029CCCA9D0A0	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!GetTraceEnableFlags                                         	8       	0x00007FFF9A4F1380           	0x00007FFF99C24C0C           	0x00007FFF735358C8	     
IAT   	6300 	SCPSL.exe::nvapi64.dll              	ADVAPI32.dll!GetTraceEnableFlags                                         	8       	0x00007FFF9A4F1380           	0x00007FFF99C24C0C           	0x00007FFF8B532090	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!GetTraceEnableLevel                                         	8       	0x00007FFF9A4F1340           	0x00007FFF99C24C3D           	0x0000029CCCA9D0A8	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!GetTraceEnableLevel                                         	8       	0x00007FFF9A4F1340           	0x00007FFF99C24C3D           	0x00007FFF735358C0	     
IAT   	6300 	SCPSL.exe::nvapi64.dll              	ADVAPI32.dll!GetTraceEnableLevel                                         	8       	0x00007FFF9A4F1340           	0x00007FFF99C24C3D           	0x00007FFF8B532098	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!GetTraceLoggerHandle                                        	8       	0x00007FFF9A4F1300           	0x00007FFF99C24C6F           	0x0000029CCCA9D0B0	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!GetTraceLoggerHandle                                        	8       	0x00007FFF9A4F1300           	0x00007FFF99C24C6F           	0x00007FFF735358B8	     
IAT   	6300 	SCPSL.exe::nvapi64.dll              	ADVAPI32.dll!GetTraceLoggerHandle                                        	8       	0x00007FFF9A4F1300           	0x00007FFF99C24C6F           	0x00007FFF8B5320A0	     
IAT   	6300 	SCPSL.exe::nvapi64.dll              	ADVAPI32.dll!RegisterTraceGuidsA                                         	8       	0x00007FFF9A4F5290           	0x00007FFF99C26AFC           	0x00007FFF8B5320B0	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!RegisterTraceGuidsW                                         	8       	0x00007FFF9A4B2A00           	0x00007FFF99C26B2D           	0x0000029CCCA9D000	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!RegisterTraceGuidsW                                         	8       	0x00007FFF9A4B2A00           	0x00007FFF99C26B2D           	0x00007FFF735358D0	     
IAT   	6300 	SCPSL.exe::igd10iumd64.dll          	advapi32.dll!TraceEvent                                                  	8       	0x00007FFF9A4BFB40           	0x00007FFF99C27888           	0x00007FFF8896E068	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!TraceEvent                                                  	8       	0x00007FFF9A4BFB40           	0x00007FFF99C27888           	0x0000029CCCA9D090	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!TraceMessage                                                	8       	0x00007FFF9A4C0660           	0x00007FFF99C278DB           	0x00007FFF735358B0	     
IAT   	6300 	SCPSL.exe::nvapi64.dll              	ADVAPI32.dll!TraceMessage                                                	8       	0x00007FFF9A4C0660           	0x00007FFF99C278DB           	0x00007FFF8B532070	     
IAT   	6300 	SCPSL.exe::nvwgf2umx_cfg.dll        	ADVAPI32.dll!UnregisterTraceGuids                                        	8       	0x00007FFF9A4C0330           	0x00007FFF99C27A6B           	0x0000029CCCA9D098	     
IAT   	6300 	SCPSL.exe::MpOAV.dll                	ADVAPI32.dll!UnregisterTraceGuids                                        	8       	0x00007FFF9A4C0330           	0x00007FFF99C27A6B           	0x00007FFF735358D8	     
IAT   	6300 	SCPSL.exe::nvapi64.dll              	ADVAPI32.dll!UnregisterTraceGuids                                        	8       	0x00007FFF9A4C0330           	0x00007FFF99C27A6B           	0x00007FFF8B5320A8	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#10)                                                        	8       	0x00007FFF991830F0           	0x00007FFF99183100           	0x00007FFF8E0B0760	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#10)                                                        	8       	0x00007FFF991830F0           	0x00007FFF99183100           	0x00007FFF94025578	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#10)                                                        	8       	0x00007FFF991830F0           	0x00007FFF99183100           	0x00007FFF98862450	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#101)                                                       	8       	0x00007FFF99142F50           	0x00007FFF99142F20           	0x00007FFF9A3D6518	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#102)                                                       	8       	0x00007FFF99142F20           	0x00007FFF992325B0           	0x00007FFF9A3D6468	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#103)                                                       	8       	0x00007FFF992325B0           	0x00007FFF99231F30           	0x00007FFF9A3D6470	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#104)                                                       	8       	0x00007FFF99231F30           	0x00007FFF9911D200           	0x00007FFF9A3D6460	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#11)                                                        	8       	0x00007FFF99183100           	0x00007FFF99183110           	0x00007FFF8E0B0770	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#11)                                                        	8       	0x00007FFF99183100           	0x00007FFF99183110           	0x00007FFF94025588	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#11)                                                        	8       	0x00007FFF99183100           	0x00007FFF99183110           	0x00007FFF98862438	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#110)                                                       	8       	0x00007FFF99141440           	0x00007FFF990D0830           	0x00007FFF8E0B05F8	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#111)                                                       	8       	0x00007FFF990D0830           	0x00007FFF990CF5A0           	0x00007FFF8E0B05F0	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#12)                                                        	8       	0x00007FFF99183110           	0x00007FFF99183120           	0x00007FFF8E0B0708	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#12)                                                        	8       	0x00007FFF99183110           	0x00007FFF99183120           	0x00007FFF94025530	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#12)                                                        	8       	0x00007FFF99183110           	0x00007FFF99183120           	0x00007FFF988624B8	     
IAT   	6300 	SCPSL.exe::twinapi.appcore.dll      	combase.dll!(#120)                                                       	8       	0x00007FFF99131CF0           	0x00007FFF991F90E0           	0x00007FFF8FD2CBB8	     
IAT   	6300 	SCPSL.exe::twinapi.appcore.dll      	combase.dll!(#122)                                                       	8       	0x00007FFF99131F70           	0x00007FFF992095A0           	0x00007FFF8FD2CBC8	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#13)                                                        	8       	0x00007FFF99183120           	0x00007FFF99183130           	0x00007FFF8E0B0768	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#13)                                                        	8       	0x00007FFF99183120           	0x00007FFF99183130           	0x00007FFF94025660	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#13)                                                        	8       	0x00007FFF99183120           	0x00007FFF99183130           	0x00007FFF98862448	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#133)                                                       	8       	0x00007FFF9906EBE0           	0x00007FFF99149200           	0x00007FFF8E0B0758	     
IAT   	6300 	SCPSL.exe::SHCore.dll               	combase.dll!(#134)                                                       	8       	0x00007FFF99149200           	0x00007FFF991F8520           	0x00007FFF99E64480	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#14)                                                        	8       	0x00007FFF99183130           	0x00007FFF99183140           	0x00007FFF8E0B0728	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#14)                                                        	8       	0x00007FFF99183130           	0x00007FFF99183140           	0x00007FFF94025548	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#14)                                                        	8       	0x00007FFF99183130           	0x00007FFF99183140           	0x00007FFF98862490	     
IAT   	6300 	SCPSL.exe::twinapi.appcore.dll      	combase.dll!(#140)                                                       	8       	0x00007FFF99142960           	0x00007FFF992144A0           	0x00007FFF8FD2CBB0	     
IAT   	6300 	SCPSL.exe::windows.storage.dll      	combase.dll!(#140)                                                       	8       	0x00007FFF99142960           	0x00007FFF992144A0           	0x00007FFF96309820	     
IAT   	6300 	SCPSL.exe::InputHost.dll            	combase.dll!(#147)                                                       	8       	0x00007FFF991492A0           	0x00007FFF991492D0           	0x00007FFF8DD99DA8	     
IAT   	6300 	SCPSL.exe::windows.storage.dll      	combase.dll!(#148)                                                       	8       	0x00007FFF991492D0           	0x00007FFF99200EB0           	0x00007FFF96309850	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#15)                                                        	8       	0x00007FFF99183140           	0x00007FFF99183150           	0x00007FFF8E0B0698	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#15)                                                        	8       	0x00007FFF99183140           	0x00007FFF99183150           	0x00007FFF94025550	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#15)                                                        	8       	0x00007FFF99183140           	0x00007FFF99183150           	0x00007FFF98862520	     
IAT   	6300 	SCPSL.exe::InputHost.dll            	combase.dll!(#157)                                                       	8       	0x00007FFF99134F20           	0x00007FFF99216B30           	0x00007FFF8DD99DB0	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#157)                                                       	8       	0x00007FFF99134F20           	0x00007FFF99216B30           	0x00007FFF8E0B0618	     
IAT   	6300 	SCPSL.exe::twinapi.appcore.dll      	combase.dll!(#157)                                                       	8       	0x00007FFF99134F20           	0x00007FFF99216B30           	0x00007FFF8FD2CBA8	     
IAT   	6300 	SCPSL.exe::windows.storage.dll      	combase.dll!(#157)                                                       	8       	0x00007FFF99134F20           	0x00007FFF99216B30           	0x00007FFF96309838	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#16)                                                        	8       	0x00007FFF99183150           	0x00007FFF99183160           	0x00007FFF8E0B06B8	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#16)                                                        	8       	0x00007FFF99183150           	0x00007FFF99183160           	0x00007FFF940254F8	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#16)                                                        	8       	0x00007FFF99183150           	0x00007FFF99183160           	0x00007FFF98862508	     
IAT   	6300 	SCPSL.exe::windows.storage.dll      	combase.dll!(#167)                                                       	8       	0x00007FFF99136D70           	0x00007FFF99136CE0           	0x00007FFF96309830	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#17)                                                        	8       	0x00007FFF99183160           	0x00007FFF99183170           	0x00007FFF8E0B0738	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#17)                                                        	8       	0x00007FFF99183160           	0x00007FFF99183170           	0x00007FFF94025558	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#17)                                                        	8       	0x00007FFF99183160           	0x00007FFF99183170           	0x00007FFF98862478	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#18)                                                        	8       	0x00007FFF99183170           	0x00007FFF99183180           	0x00007FFF8E0B06F8	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#18)                                                        	8       	0x00007FFF99183170           	0x00007FFF99183180           	0x00007FFF94025528	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#18)                                                        	8       	0x00007FFF99183170           	0x00007FFF99183180           	0x00007FFF988624C0	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#180)                                                       	8       	0x00007FFF99123F20           	0x00007FFF99123E90           	0x00007FFF98862580	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#181)                                                       	8       	0x00007FFF99123E90           	0x00007FFF99204E30           	0x00007FFF98862598	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#185)                                                       	8       	0x00007FFF9923C600           	0x00007FFF9923C410           	0x00007FFF9A3D64C8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#186)                                                       	8       	0x00007FFF9923C410           	0x00007FFF9923C7B0           	0x00007FFF9A3D64B0	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#187)                                                       	8       	0x00007FFF9923C7B0           	0x00007FFF9923C3B0           	0x00007FFF9A3D6520	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#188)                                                       	8       	0x00007FFF9923C3B0           	0x00007FFF9923CC90           	0x00007FFF9A3D6478	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#189)                                                       	8       	0x00007FFF9923CC90           	0x00007FFF9923C960           	0x00007FFF9A3D6490	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#19)                                                        	8       	0x00007FFF99183180           	0x00007FFF99183190           	0x00007FFF8E0B0730	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#19)                                                        	8       	0x00007FFF99183180           	0x00007FFF99183190           	0x00007FFF940255C8	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#19)                                                        	8       	0x00007FFF99183180           	0x00007FFF99183190           	0x00007FFF98862488	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#190)                                                       	8       	0x00007FFF9923C960           	0x00007FFF9923CF70           	0x00007FFF9A3D64B8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#191)                                                       	8       	0x00007FFF9923CF70           	0x00007FFF9923C8B0           	0x00007FFF9A3D6480	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#192)                                                       	8       	0x00007FFF9923C8B0           	0x00007FFF9923D2C0           	0x00007FFF9A3D64F0	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#193)                                                       	8       	0x00007FFF9923D2C0           	0x00007FFF9923D0D0           	0x00007FFF9A3D64E8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#194)                                                       	8       	0x00007FFF9923D0D0           	0x00007FFF9923D470           	0x00007FFF9A3D6500	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#195)                                                       	8       	0x00007FFF9923D470           	0x00007FFF9923D070           	0x00007FFF9A3D6458	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#196)                                                       	8       	0x00007FFF9923D070           	0x00007FFF9923E460           	0x00007FFF9A3D6510	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#197)                                                       	8       	0x00007FFF9923E460           	0x00007FFF9923E280           	0x00007FFF9A3D63F8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#198)                                                       	8       	0x00007FFF9923E280           	0x00007FFF9923E6B0           	0x00007FFF9A3D63E8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#199)                                                       	8       	0x00007FFF9923E6B0           	0x00007FFF9923E220           	0x00007FFF9A3D6408	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#2)                                                         	8       	0x00007FFF99183070           	0x00007FFF99183080           	0x00007FFF8E0B0740	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#2)                                                         	8       	0x00007FFF99183070           	0x00007FFF99183080           	0x00007FFF94025568	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#2)                                                         	8       	0x00007FFF99183070           	0x00007FFF99183080           	0x00007FFF98862468	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#20)                                                        	8       	0x00007FFF99183190           	0x00007FFF991831A0           	0x00007FFF8E0B0688	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#20)                                                        	8       	0x00007FFF99183190           	0x00007FFF991831A0           	0x00007FFF940255B8	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#20)                                                        	8       	0x00007FFF99183190           	0x00007FFF991831A0           	0x00007FFF98862538	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#200)                                                       	8       	0x00007FFF9923E220           	0x00007FFF9923FB20           	0x00007FFF9A3D63D8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#201)                                                       	8       	0x00007FFF9923FB20           	0x00007FFF9923F8F0           	0x00007FFF9A3D6438	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#202)                                                       	8       	0x00007FFF9923F8F0           	0x00007FFF9923FD80           	0x00007FFF9A3D6428	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#203)                                                       	8       	0x00007FFF9923FD80           	0x00007FFF9906DF00           	0x00007FFF9A3D6448	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#204)                                                       	8       	0x00007FFF9906DF00           	0x00007FFF9923C6C0           	0x00007FFF9A3D6418	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#205)                                                       	8       	0x00007FFF9923C6C0           	0x00007FFF9923C500           	0x00007FFF9A3D64D0	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#206)                                                       	8       	0x00007FFF9923C500           	0x00007FFF9923C830           	0x00007FFF9A3D64C0	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#207)                                                       	8       	0x00007FFF9923C830           	0x00007FFF9923C3B0           	0x00007FFF9A3D6528	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#208)                                                       	8       	0x00007FFF9923C3B0           	0x00007FFF9923CDE0           	0x00007FFF9A3D64A8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#209)                                                       	8       	0x00007FFF9923CDE0           	0x00007FFF9923CAD0           	0x00007FFF9A3D6488	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#21)                                                        	8       	0x00007FFF991831A0           	0x00007FFF991831B0           	0x00007FFF8E0B0748	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#21)                                                        	8       	0x00007FFF991831A0           	0x00007FFF991831B0           	0x00007FFF94025570	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#21)                                                        	8       	0x00007FFF991831A0           	0x00007FFF991831B0           	0x00007FFF98862460	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#210)                                                       	8       	0x00007FFF9923CAD0           	0x00007FFF9923CFF0           	0x00007FFF9A3D6498	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#211)                                                       	8       	0x00007FFF9923CFF0           	0x00007FFF9923C8B0           	0x00007FFF9A3D6530	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#212)                                                       	8       	0x00007FFF9923C8B0           	0x00007FFF9923D380           	0x00007FFF9A3D64E0	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#213)                                                       	8       	0x00007FFF9923D380           	0x00007FFF9923D1C0           	0x00007FFF9A3D64D8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#214)                                                       	8       	0x00007FFF9923D1C0           	0x00007FFF9923D5D0           	0x00007FFF9A3D64F8	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#215)                                                       	8       	0x00007FFF9923D5D0           	0x00007FFF9923D070           	0x00007FFF9A3D64A0	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#216)                                                       	8       	0x00007FFF9923D070           	0x00007FFF9923E580           	0x00007FFF9A3D6508	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#217)                                                       	8       	0x00007FFF9923E580           	0x00007FFF9923E370           	0x00007FFF9A3D6400	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#218)                                                       	8       	0x00007FFF9923E370           	0x00007FFF9923E9E0           	0x00007FFF9A3D63F0	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#219)                                                       	8       	0x00007FFF9923E9E0           	0x00007FFF9923E220           	0x00007FFF9A3D6410	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#22)                                                        	8       	0x00007FFF991831B0           	0x00007FFF991831C0           	0x00007FFF8E0B0720	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#22)                                                        	8       	0x00007FFF991831B0           	0x00007FFF991831C0           	0x00007FFF94025540	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#22)                                                        	8       	0x00007FFF991831B0           	0x00007FFF991831C0           	0x00007FFF98862498	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#220)                                                       	8       	0x00007FFF9923E220           	0x00007FFF9906DFA0           	0x00007FFF9A3D63E0	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#221)                                                       	8       	0x00007FFF9906DFA0           	0x00007FFF9906E320           	0x00007FFF9A3D6440	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#222)                                                       	8       	0x00007FFF9906E320           	0x00007FFF9906DC40           	0x00007FFF9A3D6430	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#223)                                                       	8       	0x00007FFF9906DC40           	0x00007FFF9906DCC0           	0x00007FFF9A3D6450	     
IAT   	6300 	SCPSL.exe::ole32.dll                	combase.dll!(#224)                                                       	8       	0x00007FFF9906DCC0           	0x00007FFF99262610           	0x00007FFF9A3D6420	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#23)                                                        	8       	0x00007FFF991831C0           	0x00007FFF991831D0           	0x00007FFF8E0B0660	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#23)                                                        	8       	0x00007FFF991831C0           	0x00007FFF991831D0           	0x00007FFF940255F8	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#23)                                                        	8       	0x00007FFF991831C0           	0x00007FFF991831D0           	0x00007FFF98862550	     
IAT   	6300 	SCPSL.exe::Windows.UI.dll           	combase.dll!(#24)                                                        	8       	0x00007FFF991831D0           	0x00007FFF991831E0           	0x00007FFF8E0B0658	     
IAT   	6300 	SCPSL.exe::WinTypes.dll             	combase.dll!(#24)                                                        	8       	0x00007FFF991831D0           	0x00007FFF991831E0           	0x00007FFF94025618	     
IAT   	6300 	SCPSL.exe::oleaut32.dll             	combase.dll!(#24)                                                        	8       	0x00007FFF991831D0           	0x00007FFF991831E0           	0x00007FFF98862558	     
